"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"archaea",55.51,10000,8.23565920908951,55,1,"null",-1
"bact",55.2182,10000,17.4523536299469,54,1,"null",-1
"euk",61.296,10000,37.6168085625116,55,1,"null",-1
"viruses",55.6814,10000,6.07649458311631,56,1,"null",-1
"archaea",55.3725,10000,8.2305113985577,55,2,"null",-1
"bact",55.2395,10000,17.4286291905458,54,2,"null",-1
"euk",61.3636,10000,37.6511136047205,55,2,"null",-1
"viruses",55.7195,10000,6.21469886625248,56,2,"null",-1
"archaea",55.4578,10000,8.08104878681904,55,3,"null",-1
"bact",55.1927,10000,17.4731078420459,54,3,"null",-1
"euk",61.3614,10000,37.5643886995361,55,3,"null",-1
"viruses",55.6846,10000,6.21372544279097,56,3,"null",-1
"archaea",55.4431,10000,8.11276426900279,55,4,"null",-1
"bact",55.2188,10000,17.5879578173823,54,4,"null",-1
"euk",61.2192,10000,37.5625164974947,55,4,"null",-1
"viruses",55.7204,10000,6.28965657393007,56,4,"null",-1
"archaea",55.4435,10000,8.13630307281933,55,5,"null",-1
"bact",55.2534,10000,17.4262146129208,54,5,"null",-1
"euk",61.3186,10000,37.5598025542839,55,5,"null",-1
"viruses",55.7178,10000,6.16366467584209,56,5,"null",-1
"archaea",55.4131,10000,8.10924314424208,55,6,"null",-1
"bact",55.204,10000,17.363857127765,54,6,"null",-1
"euk",61.2874,10000,37.5850776911064,55,6,"null",-1
"viruses",55.7256,10000,6.20613859461949,56,6,"null",-1
"archaea",55.4555,10000,8.21448522591359,55,7,"null",-1
"bact",55.2277,10000,17.4244774369677,54,7,"null",-1
"euk",61.3485,10000,37.5548037417107,55,7,"null",-1
"viruses",55.7076,10000,6.22216793227069,56,7,"null",-1
"archaea",55.4079,10000,8.12046253492854,55,8,"null",-1
"bact",55.2177,10000,17.2718944688721,54,8,"null",-1
"euk",61.2728,10000,37.6662190107456,55,8,"null",-1
"viruses",55.7222,10000,6.29313812964183,56,8,"null",-1
"archaea",55.4255,10000,8.11736650114379,55,9,"null",-1
"bact",55.1969,10000,17.2350525120613,54,9,"null",-1
"euk",61.3227,10000,37.6707163855069,55,9,"null",-1
"viruses",55.7333,10000,6.29772476722541,56,9,"null",-1
"archaea",55.4242,10000,8.11143846080276,55,10,"null",-1
"bact",55.2222,10000,17.3191230252065,54,10,"null",-1
"euk",61.2764,10000,37.6455617818646,55,10,"null",-1
"viruses",55.6952,10000,6.1813362513121,56,10,"null",-1
"archaea",37.3239,10000,24.4914060781975,44,-1,"observed",1
"bact",43.5088,10000,25.350782804065,44,-1,"observed",1
"euk",48.8166,10000,10.2571480124124,49,-1,"observed",1
"viruses",48.8376,10000,11.5918101798781,48,-1,"observed",1
