"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"archaea",55.2677,10000,8.50673105001655,55,1,"null",-1
"bact",54.9918,10000,18.0238957731641,54,1,"null",-1
"euk",59.6489,10000,37.7136428985065,53,1,"null",-1
"viruses",54.7698,10000,8.97434464716977,55,1,"null",-1
"archaea",55.3294,10000,8.42789407739905,55,2,"null",-1
"bact",55.0463,10000,17.9785783430705,54,2,"null",-1
"euk",59.6679,10000,37.4994190652738,53,2,"null",-1
"viruses",54.7868,10000,9.1283776481831,55,2,"null",-1
"archaea",55.2556,10000,8.5211929747525,55,3,"null",-1
"bact",55.036,10000,17.8553741332559,54,3,"null",-1
"euk",59.6723,10000,37.5355725230143,53,3,"null",-1
"viruses",54.8091,10000,9.00701780985153,55,3,"null",-1
"archaea",55.2709,10000,8.29242965776393,55,4,"null",-1
"bact",55.0696,10000,18.0017321965473,54,4,"null",-1
"euk",59.6671,10000,37.6655140239008,53,4,"null",-1
"viruses",54.8112,10000,8.95705182734496,55,4,"null",-1
"archaea",55.2886,10000,8.47265534698909,55,5,"null",-1
"bact",55.0033,10000,17.947838354525,54,5,"null",-1
"euk",59.6495,10000,37.5875821566543,53,5,"null",-1
"viruses",54.826,10000,9.02623239713717,55,5,"null",-1
"archaea",55.2811,10000,8.54356963149507,55,6,"null",-1
"bact",55.0014,10000,18.0064938681061,54,6,"null",-1
"euk",59.6791,10000,37.6041983129953,53,6,"null",-1
"viruses",54.8307,10000,9.10614790693465,55,6,"null",-1
"archaea",55.2646,10000,8.33878530566877,55,7,"null",-1
"bact",55.057,10000,17.9576445754968,54,7,"null",-1
"euk",59.7116,10000,37.5822121183249,53,7,"null",-1
"viruses",54.8229,10000,8.95413609709639,55,7,"null",-1
"archaea",55.24,10000,8.29292935383672,55,8,"null",-1
"bact",54.9698,10000,17.989426058243,54,8,"null",-1
"euk",59.643,10000,37.4394781274024,53,8,"null",-1
"viruses",54.771,10000,9.08594598495083,55,8,"null",-1
"archaea",55.2643,10000,8.48089842374069,55,9,"null",-1
"bact",55.0466,10000,17.9970947094746,54,9,"null",-1
"euk",59.6525,10000,37.4497261932473,53,9,"null",-1
"viruses",54.7565,10000,8.98099513291026,55,9,"null",-1
"archaea",55.2748,10000,8.59458385538036,55,10,"null",-1
"bact",55.0641,10000,18.0219219329409,54,10,"null",-1
"euk",59.6543,10000,37.4796966940293,53,10,"null",-1
"viruses",54.7713,10000,9.06812105079874,55,10,"null",-1
"archaea",29.3749,10000,25.8458575176968,31,-1,"observed",1
"bact",34.5786,10000,29.2822397879107,33.5,-1,"observed",1
"euk",41.6946,10000,14.2019752305813,42,-1,"observed",1
"viruses",42.1244,10000,17.7100956911288,42,-1,"observed",1
