"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"archaea",55.6134613461346,9999,8.17530855345961,56,1,"null",-1
"bact",55.1886188618862,9999,19.3100026339458,54,1,"null",-1
"euk",59.1146114611461,9999,36.3986433507364,53,1,"null",-1
"viruses",54.6176617661766,9999,7.83027424373858,55,1,"null",-1
"archaea",55.6615661566157,9999,8.13440272478173,56,2,"null",-1
"bact",55.1248124812481,9999,19.3069929144189,54,2,"null",-1
"euk",59.1685168516852,9999,36.5597514761259,53,2,"null",-1
"viruses",54.7114711471147,9999,7.64827814986315,55,2,"null",-1
"archaea",55.6506650665066,9999,8.12577891431484,56,3,"null",-1
"bact",55.2245224522452,9999,19.2390260339243,54,3,"null",-1
"euk",59.2105210521052,9999,36.4753680696123,53,3,"null",-1
"viruses",54.6758675867587,9999,7.66125235470004,55,3,"null",-1
"archaea",55.5850585058506,9999,8.01135301490974,55,4,"null",-1
"bact",55.1566156615662,9999,19.3435702167192,54,4,"null",-1
"euk",59.1643164316432,9999,36.4881128490655,53,4,"null",-1
"viruses",54.6374637463746,9999,7.83766332533754,54,4,"null",-1
"archaea",55.6168616861686,9999,8.01784116002211,55,5,"null",-1
"bact",55.1485148514851,9999,19.2605461831281,54,5,"null",-1
"euk",59.2578257825783,9999,36.5304068775394,53,5,"null",-1
"viruses",54.6244624462446,9999,7.70887611800614,55,5,"null",-1
"archaea",55.5851585158516,9999,8.12503089088102,55,6,"null",-1
"bact",55.1676167616762,9999,19.4405837023913,54,6,"null",-1
"euk",59.1261126112611,9999,36.2781424265811,53,6,"null",-1
"viruses",54.6419641964196,9999,7.84631990996697,55,6,"null",-1
"archaea",55.6160616061606,9999,8.10886285381381,56,7,"null",-1
"bact",55.1258125812581,9999,19.3295240209647,54,7,"null",-1
"euk",59.1574157415742,9999,36.4858392538186,53,7,"null",-1
"viruses",54.6010601060106,9999,7.80967099617528,55,7,"null",-1
"archaea",55.6621662166217,9999,8.08351089426187,55,8,"null",-1
"bact",55.1663166316632,9999,19.3803705149415,54,8,"null",-1
"euk",59.1316131613161,9999,36.4098917294617,53,8,"null",-1
"viruses",54.6464646464646,9999,7.67031237896629,55,8,"null",-1
"archaea",55.6140614061406,9999,8.12614134329793,55,9,"null",-1
"bact",55.2028202820282,9999,19.3756638935823,54,9,"null",-1
"euk",59.1302130213021,9999,36.4474982720445,53,9,"null",-1
"viruses",54.6766676667667,9999,7.6171760469909,55,9,"null",-1
"archaea",55.5848584858486,9999,8.14319575381144,55,10,"null",-1
"bact",55.2098209820982,9999,19.3352049274859,54,10,"null",-1
"euk",59.1608160816082,9999,36.4535939747621,53,10,"null",-1
"viruses",54.6453645364536,9999,7.83346148828244,55,10,"null",-1
"archaea",29.6140614061406,9999,25.88866182055,32,-1,"observed",1
"bact",35.014101410141,9999,29.732448686092,34,-1,"observed",1
"euk",40.8062806280628,9999,14.7426268204404,41,-1,"observed",1
"viruses",41.992799279928,9999,16.4097472288771,41,-1,"observed",1
