"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"Actinobacteria",57.4315352697095,241,3.56085215219511,58,1,"null",-1
"Alphaproteobacteria",58.5103734439834,241,3.31676553436605,59,1,"null",-1
"Bacilli",59.8008298755187,241,3.16388463365903,60,1,"null",-1
"Betaproteobacteria",63.4730290456432,241,2.81074922455197,64,1,"null",-1
"Clostridia",62.298755186722,241,2.93434378421878,62,1,"null",-1
"Gammaproteobacteria",58.9958506224066,241,3.4731085083721,59,1,"null",-1
"Actinobacteria",57.3236514522822,241,3.29820354304304,57,2,"null",-1
"Alphaproteobacteria",58.4107883817427,241,3.24443879983341,58,2,"null",-1
"Bacilli",59.3278008298755,241,3.05443921096808,60,2,"null",-1
"Betaproteobacteria",63.3609958506224,241,2.56871673619651,63,2,"null",-1
"Clostridia",62.1576763485477,241,2.95663681313977,62,2,"null",-1
"Gammaproteobacteria",58.8008298755187,241,3.19924459444784,59,2,"null",-1
"Actinobacteria",57.1991701244813,241,3.30683624860738,57,3,"null",-1
"Alphaproteobacteria",58.1908713692946,241,3.67945869944007,58,3,"null",-1
"Bacilli",59.4564315352697,241,3.24409240718182,60,3,"null",-1
"Betaproteobacteria",63.2282157676349,241,2.80211834509483,64,3,"null",-1
"Clostridia",62.0829875518672,241,2.82277954694973,62,3,"null",-1
"Gammaproteobacteria",58.9709543568465,241,3.31083869063535,59,3,"null",-1
"Actinobacteria",57.5892116182573,241,3.39627979695398,58,4,"null",-1
"Alphaproteobacteria",58.2199170124481,241,3.43107393193701,58,4,"null",-1
"Bacilli",59.3112033195021,241,3.59145963307246,60,4,"null",-1
"Betaproteobacteria",63.2946058091286,241,2.98613670955179,63,4,"null",-1
"Clostridia",62.2406639004149,241,2.97632428073058,62,4,"null",-1
"Gammaproteobacteria",58.9170124481328,241,3.28401446972214,59,4,"null",-1
"Actinobacteria",57.344398340249,241,3.30933964822751,57,5,"null",-1
"Alphaproteobacteria",58.6265560165975,241,3.23418591089382,59,5,"null",-1
"Bacilli",59.9917012448133,241,3.24035967813864,60,5,"null",-1
"Betaproteobacteria",63.3983402489627,241,2.91673285836766,64,5,"null",-1
"Clostridia",62.3485477178423,241,2.75584378465505,62,5,"null",-1
"Gammaproteobacteria",58.9253112033195,241,3.38541947281509,59,5,"null",-1
"Actinobacteria",57.5103734439834,241,3.36787771105561,58,6,"null",-1
