"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"archaea",55.2731,10000,7.30361901217934,55,1,"null",-1
"bact",55.091,10000,20.1730814285134,53,1,"null",-1
"euk",59.3866,10000,38.095543932155,53,1,"null",-1
"viruses",55.1862,10000,8.70901339139085,55,1,"null",-1
"archaea",55.2957,10000,7.2759848478093,55,2,"null",-1
"bact",55.0478,10000,20.1977303178104,53,2,"null",-1
"euk",59.371,10000,38.073864013416,53,2,"null",-1
"viruses",55.2147,10000,8.42845821018175,55,2,"null",-1
"archaea",55.267,10000,7.2588277330438,55,3,"null",-1
"bact",55.0234,10000,20.150917060666,53,3,"null",-1
"euk",59.3946,10000,38.0594448589873,53,3,"null",-1
"viruses",55.2098,10000,8.65675908800694,55,3,"null",-1
"archaea",55.2674,10000,7.30187845577412,55,4,"null",-1
"bact",55.0672,10000,20.1608216606616,53,4,"null",-1
"euk",59.4137,10000,38.0607043291556,53,4,"null",-1
"viruses",55.159,10000,8.64505596854467,55,4,"null",-1
"archaea",55.2324,10000,7.33736832504637,55,5,"null",-1
"bact",55.0773,10000,20.1698489580537,53,5,"null",-1
"euk",59.4476,10000,38.1502922494687,53,5,"null",-1
"viruses",55.2033,10000,8.85980918145945,55,5,"null",-1
"archaea",55.2882,10000,7.29511224219769,55,6,"null",-1
"bact",55.1654,10000,20.1446723384214,54,6,"null",-1
"euk",59.3997,10000,38.0252144188979,53,6,"null",-1
"viruses",55.1933,10000,8.69449794637125,55,6,"null",-1
"archaea",55.2719,10000,7.23636696766334,55,7,"null",-1
"bact",55.127,10000,20.2740221613142,53,7,"null",-1
"euk",59.3442,10000,38.036335294561,53,7,"null",-1
"viruses",55.1912,10000,8.61895998407701,55,7,"null",-1
"archaea",55.2187,10000,7.29337985086235,55,8,"null",-1
"bact",55.0606,10000,20.1328651926666,53,8,"null",-1
"euk",59.3622,10000,38.1896459274711,53,8,"null",-1
"viruses",55.1614,10000,8.68388686183226,55,8,"null",-1
"archaea",55.2516,10000,7.22064479192275,55,9,"null",-1
"bact",55.0695,10000,20.1160417394558,53,9,"null",-1
"euk",59.396,10000,37.9923035036381,53,9,"null",-1
"viruses",55.1892,10000,8.74761998749057,55,9,"null",-1
"archaea",55.2182,10000,7.34013463893216,55,10,"null",-1
"bact",55.0545,10000,20.1043962462155,53,10,"null",-1
"euk",59.4314,10000,38.1517738752077,53,10,"null",-1
"viruses",55.2065,10000,8.58373029588997,55,10,"null",-1
"archaea",29.5169,10000,25.0786524412861,33,-1,"observed",1
"bact",34.4093,10000,30.5716116005288,33,-1,"observed",1
"euk",41.2737,10000,15.1315195733429,41,-1,"observed",1
"viruses",42.325,10000,17.6442315471853,42,-1,"observed",1
