"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"archaea",55.836,10000,4.81150902128492,56,1,"null",-1
"bact",54.3368,10000,13.8704868263691,53,1,"null",-1
"euk",57.8087,10000,30.8161397283433,53,1,"null",-1
"viruses",54.4757,10000,5.94095438493685,54,1,"null",-1
"archaea",55.8919,10000,4.85089347509824,56,2,"null",-1
"bact",54.2832,10000,13.9595875572481,53,2,"null",-1
"euk",57.8131,10000,30.7649055960137,53,2,"null",-1
"viruses",54.5317,10000,5.91120032979207,54,2,"null",-1
"archaea",55.8548,10000,4.81119857448976,56,3,"null",-1
"bact",54.2641,10000,13.8720292138335,53,3,"null",-1
"euk",57.869,10000,30.7344871418084,53,3,"null",-1
"viruses",54.5212,10000,5.98592797261789,55,3,"null",-1
"archaea",55.7852,10000,4.79136271593662,56,4,"null",-1
"bact",54.3117,10000,13.829145585927,53,4,"null",-1
"euk",57.8158,10000,30.8389133112278,53,4,"null",-1
"viruses",54.5305,10000,5.86918345951531,54,4,"null",-1
"archaea",55.8356,10000,4.80207024395341,56,5,"null",-1
"bact",54.2591,10000,14.1508936809375,53,5,"null",-1
"euk",57.8363,10000,30.7710283859476,53,5,"null",-1
"viruses",54.5111,10000,5.97662520113814,55,5,"null",-1
"archaea",55.8059,10000,4.84385915228227,56,6,"null",-1
"bact",54.2638,10000,13.9451660558644,53,6,"null",-1
"euk",57.7894,10000,30.7082814155197,53,6,"null",-1
"viruses",54.4639,10000,6.00707127313536,54,6,"null",-1
"archaea",55.9396,10000,4.7903701949495,56,7,"null",-1
"bact",54.3355,10000,14.0579978119307,53,7,"null",-1
"euk",57.842,10000,30.8864150244619,53,7,"null",-1
"viruses",54.5156,10000,5.83580005622448,55,7,"null",-1
"archaea",55.8842,10000,4.72493628129377,56,8,"null",-1
"bact",54.2905,10000,13.8167724186949,53,8,"null",-1
"euk",57.8101,10000,30.8241472030465,53,8,"null",-1
"viruses",54.5338,10000,5.95099983195261,55,8,"null",-1
"archaea",55.8276,10000,4.8621437950999,56,9,"null",-1
"bact",54.2728,10000,13.9837024622757,53,9,"null",-1
"euk",57.7613,10000,30.8094570639351,53,9,"null",-1
"viruses",54.5344,10000,5.98919056971541,55,9,"null",-1
"archaea",55.8685,10000,4.798636310562,56,10,"null",-1
"bact",54.3236,10000,14.0409543080158,53,10,"null",-1
"euk",57.7998,10000,30.9660912909748,53,10,"null",-1
"viruses",54.4951,10000,5.89522275704112,54,10,"null",-1
"archaea",24.7377,10000,23.3313080152693,22,-1,"observed",1
"bact",26.6214,10000,27.176315372981,21,-1,"observed",1
"euk",33.1393,10000,15.591799316647,33,-1,"observed",1
"viruses",35.9889,10000,17.9903847147363,35,-1,"observed",1
