"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"archaea",54.3974230493916,6985,3.62876288119669,54,1,"null",-1
"bact",51.7411596277738,6985,3.85044025031935,52,1,"null",-1
"euk",53.8969219756621,6985,3.71669601914805,54,1,"null",-1
"viruses",55.980529706514,6985,3.56379738217909,56,1,"null",-1
"archaea",54.4230493915533,6985,3.66867504056422,55,2,"null",-1
"bact",51.7372942018611,6985,3.80116743047952,52,2,"null",-1
"euk",53.9965640658554,6985,3.64928552881075,54,2,"null",-1
"viruses",55.9010737294202,6985,3.5068383928557,56,2,"null",-1
"archaea",54.3826771653543,6985,3.66932315392547,54,3,"null",-1
"bact",51.7354330708661,6985,3.80452119042547,52,3,"null",-1
"euk",53.9593414459556,6985,3.68121242001194,54,3,"null",-1
"viruses",55.8973514674302,6985,3.51236159759914,56,3,"null",-1
"archaea",54.4576950608447,6985,3.61363851111519,55,4,"null",-1
"bact",51.7690765926986,6985,3.78965328410779,52,4,"null",-1
"euk",53.8668575518969,6985,3.64226057192203,54,4,"null",-1
"viruses",55.9085182534001,6985,3.52548695920588,56,4,"null",-1
"archaea",54.4389405869721,6985,3.66463955525277,55,5,"null",-1
"bact",51.73829634932,6985,3.80445580621799,52,5,"null",-1
"euk",53.9309949892627,6985,3.67973965164632,54,5,"null",-1
"viruses",55.9116678596994,6985,3.54686548025547,56,5,"null",-1
"archaea",54.4416607015032,6985,3.61503947622186,55,6,"null",-1
"bact",51.7659269863994,6985,3.838415326636,52,6,"null",-1
"euk",53.9153901216893,6985,3.63830399376128,54,6,"null",-1
"viruses",55.9086614173228,6985,3.55080387910879,56,6,"null",-1
"archaea",54.3676449534717,6985,3.72981178565328,54,7,"null",-1
"bact",51.7148174659986,6985,3.81183115538946,52,7,"null",-1
"euk",53.9421617752326,6985,3.75023163387691,54,7,"null",-1
"viruses",55.9005010737294,6985,3.53787897816248,56,7,"null",-1
"archaea",54.378668575519,6985,3.67850754483529,54,8,"null",-1
"bact",51.8128847530422,6985,3.80240097877042,52,8,"null",-1
"euk",53.9543307086614,6985,3.7085323027834,54,8,"null",-1
"viruses",55.955905511811,6985,3.56618848357025,56,8,"null",-1
"archaea",54.4476735862563,6985,3.61647790961847,55,9,"null",-1
"bact",51.7162491052255,6985,3.78865351229424,52,9,"null",-1
"euk",53.9667859699356,6985,3.67361677970539,54,9,"null",-1
"viruses",55.8972083035075,6985,3.55012776583722,56,9,"null",-1
"archaea",54.4130279169649,6985,3.6573102754184,54,10,"null",-1
"bact",51.7142448103078,6985,3.85730649279379,52,10,"null",-1
"euk",53.8615604867573,6985,3.67297038948835,54,10,"null",-1
"viruses",55.9564781675018,6985,3.53943520490479,56,10,"null",-1
"archaea",29.9086614173228,6985,22.6338380559049,33,-1,"observed",1
"bact",31.2488188976378,6985,17.1064634828985,31,-1,"observed",1
"euk",36.9350035790981,6985,13.4816731677135,36,-1,"observed",1
"viruses",46.1564781675018,6985,11.0929503103053,47,-1,"observed",1
