"src_classLabels","mean_kDN","counts","sd_kDN","median_kDN","perm_id","model","group_sampling_id"
"archaea",54.1792248955482,6941,3.67088090296287,54,1,"null",-1
"bact",51.9801181385967,6941,3.80541204741281,52,1,"null",-1
"euk",53.6454401383086,6941,3.66945543589506,54,1,"null",-1
"viruses",56.1829707534937,6941,3.56195934050079,56,1,"null",-1
"archaea",54.1081976660424,6941,3.70056743746056,54,2,"null",-1
"bact",51.9111079095231,6941,3.80505036719033,52,2,"null",-1
"euk",53.5543869759401,6941,3.65158997615757,54,2,"null",-1
"viruses",56.311914709696,6941,3.52540603366968,56,2,"null",-1
"archaea",54.1878691831148,6941,3.64879314826043,54,3,"null",-1
"bact",51.9154300533064,6941,3.85955450986189,52,3,"null",-1
"euk",53.5441579023195,6941,3.69136611628515,54,3,"null",-1
"viruses",56.2488114104596,6941,3.46708073214191,56,3,"null",-1
"archaea",54.1159775248523,6941,3.66189267161118,54,4,"null",-1
"bact",51.9829995677856,6941,3.84497864747875,52,4,"null",-1
"euk",53.554675118859,6941,3.68899955183358,54,4,"null",-1
"viruses",56.2184123325169,6941,3.51454136336434,56,4,"null",-1
"archaea",54.2083273303559,6941,3.66313433059222,54,5,"null",-1
"bact",52.0265091485377,6941,3.82184533631807,52,5,"null",-1
"euk",53.6042357009077,6941,3.66685118571947,54,5,"null",-1
"viruses",56.3258896412621,6941,3.49026719272035,56,5,"null",-1
"archaea",54.1613600345772,6941,3.66955063172594,54,6,"null",-1
"bact",51.9076501944965,6941,3.7969691343625,52,6,"null",-1
"euk",53.6550929260913,6941,3.69141640975921,54,6,"null",-1
"viruses",56.2097680449503,6941,3.47980128218267,56,6,"null",-1
"archaea",54.1486817461461,6941,3.68208061323484,54,7,"null",-1
"bact",51.9367526293041,6941,3.80192644942525,52,7,"null",-1
"euk",53.5539547615617,6941,3.72477189100596,54,7,"null",-1
"viruses",56.2884310618067,6941,3.4978083095497,56,7,"null",-1
"archaea",54.1714450367382,6941,3.69281529253316,54,8,"null",-1
"bact",51.9315660567642,6941,3.81628721522273,52,8,"null",-1
"euk",53.5909811266388,6941,3.68390446097583,54,8,"null",-1
"viruses",56.3049992796427,6941,3.48234154977765,56,8,"null",-1
"archaea",54.1867166114393,6941,3.6576479283362,54,9,"null",-1
"bact",51.9441002737358,6941,3.78675666859876,52,9,"null",-1
"euk",53.6425587091197,6941,3.68481165194064,54,9,"null",-1
"viruses",56.3280507131537,6941,3.54749634745125,56,9,"null",-1
"archaea",54.1767756807376,6941,3.64474467189469,54,10,"null",-1
"bact",51.8994381213082,6941,3.82607856765392,52,10,"null",-1
"euk",53.6118714882582,6941,3.66395287771426,54,10,"null",-1
"viruses",56.2924650626711,6941,3.47764155239882,56,10,"null",-1
"archaea",29.3394323584498,6941,22.7885224958787,32,-1,"observed",1
"bact",31.1488258176055,6941,17.656069251169,31,-1,"observed",1
"euk",37.0881717331797,6941,13.2589159763283,36,-1,"observed",1
"viruses",46.7761129520242,6941,10.8880740056038,48,-1,"observed",1
